term,level1_candidate,decision,reason,confidence,notes_examples,level1_name,confidence_label,denomination_occurrences,primary_groups,occupations,standalone_title,first_token_ratio,in_official_occupation_name,in_official_primary_group_name,original_forms
bodegaje,1,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Gerente distribución almacenamiento y bodegaje | Gerente operaciones distribución almacenamiento y bodegaje,Directores y gerentes,low,2,1,1,False,0.0,False,False,bodegaje
logisticas,1,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Jefe operaciones logísticas,Directores y gerentes,low,1,1,1,False,0.0,False,False,logísticas
terminales,1,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Administrador aeronáutico de terminales,Directores y gerentes,low,1,1,1,False,0.0,False,False,terminales
supply,1,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Gerente de supply chain,Directores y gerentes,low,1,1,1,False,0.0,False,False,supply
chain,1,drop,Término genérico o engañoso en este nivel; su presencia aislada puede producir falsos positivos.,0.96,Gerente de supply chain,Directores y gerentes,high,1,1,1,False,0.0,False,False,chain
head,1,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Jefe de departamento de análisis (head of analytics) | Jefe de departamento de datos (head of data),Directores y gerentes,low,2,1,1,False,0.0,False,False,head
programadora,1,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Gerente de programadora de televisión,Directores y gerentes,low,1,1,1,False,0.0,False,False,programadora
prestadora,1,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Director de IPS (institución prestadora de salud) | Gerente de IPS (institución prestadora de salud),Directores y gerentes,low,2,1,1,False,0.0,False,False,prestadora
residencia,1,review,"Término técnico o sectorial repetido, pero funciona como especialidad, objeto, proceso o contexto y puede cruzar niveles.",0.68,Director de residencia geriátrica | Administrador de residencia estudiantil,Directores y gerentes,medium,2,2,2,False,0.0,False,False,residencia
geriatrica,1,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Director de residencia geriátrica,Directores y gerentes,low,1,1,1,False,0.0,False,False,geriátrica
albergue,1,review,"Término técnico o sectorial repetido, pero funciona como especialidad, objeto, proceso o contexto y puede cruzar niveles.",0.68,Gerente de albergue para el cuidado de personas mayores | Gerente de albergue juvenil,Directores y gerentes,medium,2,2,2,False,0.0,False,False,albergue
complejo,1,drop,Término genérico o engañoso en este nivel; su presencia aislada puede producir falsos positivos.,0.96,Gerente de complejo residencial para jubilados,Directores y gerentes,high,1,1,1,False,0.0,False,False,complejo
jubilados,1,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Gerente de complejo residencial para jubilados,Directores y gerentes,low,1,1,1,False,0.0,False,False,jubilados
detencion,1,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Director centro de detención,Directores y gerentes,low,1,1,1,False,0.0,False,False,detención
correccionales,1,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Gerente servicios correccionales comunitarios y sociales,Directores y gerentes,low,1,1,1,False,0.0,False,False,correccionales
nucleo,1,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Director de núcleo educativo,Directores y gerentes,low,1,1,1,False,0.0,False,False,núcleo
decano,1,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.95,Decano | Decano de universidad,Directores y gerentes,high,2,1,1,True,1.0,False,False,Decano
facultad,1,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Director de facultad académica,Directores y gerentes,low,1,1,1,False,0.0,False,False,facultad
postgrados,1,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Director de postgrados,Directores y gerentes,low,1,1,1,False,0.0,False,False,postgrados
cinemateca,1,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Director de cinemateca,Directores y gerentes,low,1,1,1,False,0.0,False,False,cinemateca
penitenciarios,1,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Director de servicios penitenciarios,Directores y gerentes,low,1,1,1,False,0.0,False,False,penitenciarios
correctivos,1,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Gerente de servicios correctivos,Directores y gerentes,low,1,1,1,False,0.0,False,False,correctivos
motel,1,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Administrador de motel | Gerente de motel,Directores y gerentes,low,2,1,1,False,0.0,False,False,motel
pension,1,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Administrador de pensión de alojamiento | Gerente de pensión,Directores y gerentes,low,2,1,1,False,0.0,False,False,pensión
hostal,1,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Director de hostal,Directores y gerentes,low,1,1,1,False,0.0,False,False,hostal
posadero,1,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.91,Posadero,Directores y gerentes,high,1,1,1,True,1.0,False,False,Posadero
anticuarista,1,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.91,Anticuarista,Directores y gerentes,high,1,1,1,True,1.0,False,False,Anticuarista
antiguedades,1,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Comerciante de antigüedades,Directores y gerentes,low,1,1,1,False,0.0,False,False,antigüedades
galerista,1,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.91,Galerista,Directores y gerentes,high,1,1,1,True,1.0,False,False,Galerista
concesionario,1,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Gerente de concesionario,Directores y gerentes,low,1,1,1,False,0.0,False,False,concesionario
libreria,1,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Gerente de librería,Directores y gerentes,low,1,1,1,False,0.0,False,False,librería
descuento,1,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Gerente de tienda de descuento,Directores y gerentes,low,1,1,1,False,0.0,False,False,descuento
marchante,1,review,"Puede funcionar como título ocupacional, pero aislado es polisémico o demasiado transversal; conviene revisar falsos positivos.",0.62,Marchante de arte,Directores y gerentes,low,1,1,1,False,1.0,False,False,Marchante
prendero,1,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.91,Prendero,Directores y gerentes,high,1,1,1,True,1.0,False,False,Prendero
fonografico,1,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Productor ejecutivo fonográfico,Directores y gerentes,low,1,1,1,False,0.0,False,False,fonográfico
vacacional,1,review,"Término técnico o sectorial repetido, pero funciona como especialidad, objeto, proceso o contexto y puede cruzar niveles.",0.68,Administrador de centro vacacional | Director de centro vacacional | Gerente centro vacacional,Directores y gerentes,medium,3,1,1,False,0.0,False,False,vacacional
recreativas,1,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Director de departamento de actividades recreativas | Gerente de instalaciones recreativas,Directores y gerentes,low,2,1,1,False,0.0,False,False,recreativas
esparcimiento,1,review,"Aparece en el nombre oficial de una ocupación o grupo primario, pero funciona como especialidad o contexto y puede cruzar niveles.",0.74,Director programas de esparcimiento y deportes | Gerente de centro de esparcimiento | Gerente servicios de esparcimiento,Directores y gerentes,medium,3,1,1,False,0.0,True,True,esparcimiento
casino,1,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Gerente de casino,Directores y gerentes,low,1,1,1,False,0.0,False,False,casino
pool,1,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Gerente de sala de billar o de pool,Directores y gerentes,low,1,1,1,False,0.0,False,False,pool
condominio,1,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Administrador de condominio | Gerente de condominio,Directores y gerentes,low,2,1,1,False,0.0,False,False,condominio
copropiedad,1,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Administrador de copropiedad mixta | Gerente de copropiedad,Directores y gerentes,low,2,1,1,False,0.0,False,False,copropiedad
camping,1,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Gerente de camping | Gerente de camping para autocaravanas,Directores y gerentes,low,2,1,1,False,0.0,False,False,camping
autocaravanas,1,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Gerente de camping para autocaravanas,Directores y gerentes,low,1,1,1,False,0.0,False,False,autocaravanas
contactos,1,drop,Término genérico o engañoso en este nivel; su presencia aislada puede producir falsos positivos.,0.96,Gerente de centro de contactos,Directores y gerentes,high,1,1,1,False,0.0,False,False,contactos
astrofisico,2,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.91,Astrofísico,"Profesionales, científicos e intelectuales",high,1,1,1,True,1.0,False,False,Astrofísico
astronomo,2,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.95,Astrónomo | Astrónomo de radio | Físico astrónomo,"Profesionales, científicos e intelectuales",high,3,1,1,True,0.667,False,False,"Astrónomo, astrónomo"
balistico,2,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.91,Balístico,"Profesionales, científicos e intelectuales",high,1,1,1,True,1.0,False,False,Balístico
