CuocCode,Level1,Descripcion,Nombre,Primario
21420,2,"Investigan, planean, proyectan, asesoran, diseñan, desarrollan, administran y vigilan la construcción, conservación, operación y reconstrucción de obras de edificación e infraestructura como: aeropuertos, puentes, diques, muelles, represas, carreteras, calles, viaductos, túneles, vías férreas y otras vías de tránsito, edificaciones industriales, comerciales, públicas e incluso residenciales, acueductos, plantas de reciclaje, mataderos, plazas de mercado, cementerios, sistemas de defensa contra inundaciones, evacuación de desechos, tratamiento de aguas potables y residuales; desarrollan e implementan planes y políticas para el ordenamiento de los sistemas de tránsito; gestionan la operación y mantenimiento de estructuras de ingeniería civil; estudian y asesoran sobre aspectos técnicos y el comportamiento mecánico de determinados materiales. Se pueden desempeñar en empresas constructoras, entidades de regulación, obras de organizaciones públicas y privadas, entre otros.",Ingenieros civiles,2142
21430,2,"Investigan, asesoran y ejercen autoridad sobre el diseño y la ejecución directa de las soluciones para prevenir, controlar o remediar los impactos negativos de la actividad humana sobre el medio ambiente utilizando una variedad de disciplinas de ingeniería, adicionalmente realizan evaluaciones ambientales de los proyectos de construcción y de ingeniería civil y aplican principios de ingeniería para el control de la contaminación, las actividades de reciclaje y la eliminación de residuos. Se pueden desempeñar en organizaciones públicas y privadas, empresas constructoras, comunidades y entes territoriales, firmas de consultoría, investigación, entre otros.",Ingenieros medioambientales,2143
21441,2,"Investigan, asesoran, diseñan y desarrollan máquinas, instalaciones industriales, equipos y sistemas de procesamiento y producción industrial, generación de energía, evalúan y dirigen su fabricación, instalación, operación, funcionamiento, mantenimiento y reparación o estudian y brindan consultoría sobre aspectos mecánicos de determinados materiales, productos o procesos. Se pueden desempeñar en empresas de generación de energía, industrias de transporte, manufactura, minería, de diseño, fabricación y procesamiento, entre otros.",Ingenieros mecánicos,2144
21442,2,"Planean, dirigen, asesoran, diseñan, controlan e inspeccionan proyectos de construcción y fabricación naval, materiales, reparaciones, modificaciones, mantenimientos y desguace de naves y artefactos navales. Se pueden desempeñar en firmas consultoras, astilleros, empresas portuarias, sociedades de clasificación naval, empresas navieras, aseguradoras, autoridades marítimas, entre otros.",Ingenieros navales,2144
21443,2,"Investigan, asesoran, diseñan y desarrollan directamente todo tipo de aparatos que puedan volar, aeronaves, misiles, satélites, radares, vehículos espaciales y generación de energía; asesoran, evalúan y dirigen su fabricación, instalación, funcionamiento, mantenimiento y reparación o estudian y asesoran sobre aspectos mecánicos y aerodinámicos de determinados materiales, productos o procesos; en ocasiones se desplazan a laboratorios o hangares, para probar o inspeccionar las aeronaves. Se pueden desempeñar en institutos e instituciones científicas o públicas, de generación de energía, industria de aviación, transporte aéreo, entre otros.",Ingenieros aeronáuticos,2144
21450,2,"Investigan, diseñan, desarrollan y asesoran procesos químicos, y producción a escala comercial de diversas sustancias, materiales, productos y equipos. Vigilan la operación y mantenimiento de industrias químicas, plásticos, farmacéutico, derivados del petróleo y petroquímico, plantas procesadoras de alimentos y bebidas, medicamentos, materiales sintéticos, entre otros. Asesoran en temas relacionados con el mantenimiento y reparación de plantas químicas, así como el aseguramiento de calidad, control de procesos en plantas químicas, disposición de residuos químicos, bioquímica y biotécnica. Se pueden desempeñar en empresas de fabricación y procesamiento, firmas de consultoría, instituciones educativas y de investigación, en áreas comerciales técnicas, en el sector público y privado, entre otros.",Ingenieros químicos,2145
21461,2,"Investigan, planean, diseñan, desarrollan, optimizan e inspeccionan métodos y procesos de explotación de minas, instalaciones, sistemas y equipos, así como la extracción de agua y minerales metálicos o no metálicos de minas subterráneas y a cielo abierto. Estudian, desarrollan y asesoran sobre aspectos mineros. Se pueden desempeñar en compañías mineras, firmas consultoras, manufactureras, institutos de investigación, educación y gobierno, entre otros.",Ingenieros de minas,2146
21462,2,"Dirigen estudios e investigan sobre características y propiedades de los metales, procesos de la metalurgia adaptiva (procesos de conformado, soldadura, tratamientos térmicos, fundición, siderurgia) de los metales ferrosos, no ferrosos y materiales compuestos, además planean, diseñan y desarrollan maquinaria y métodos de beneficio y para concentrar, extraer, refinar y procesar metales, crear aleaciones y semiconductores, compuestos y otros materiales a escala comercial, e implementan sistemas de evaluación de materiales por ensayos destructivos y no destructivos, y de control integral de la calidad en los procesos industriales metalúrgicos. Se pueden desempeñar en firmas de consultoría, de ingeniería, empresas mineras, de procesamiento y fabricación de metales e instituciones educativas o de investigación, entre otros.",Ingenieros metalúrgicos,2146
21463,2,"Planean, diseñan, desarrollan, implementan, optimizan, supervisan y conducen estudios, proyectos e investigaciones relacionados con la exploración, explotación, perforación, aprestamiento y prueba, producción y mantenimiento de los pozos de petróleo y gas, estiman el potencial de reservas y producción e implementan sistemas de control integral de la calidad en los procesos de perforación y explotación. Se pueden desempeñar en compañías petroleras, consultoras, exploradoras privadas o gubernamentales e instituciones de investigación, entre otros.",Ingenieros de petróleo y gas,2146
21491,2,"Dirigen o realizan estudios sobre obtención, procesamiento, características, propiedades y desempeño de diferentes materiales; planean, diseñan y desarrollan métodos para concentrar, extraer, refinar y procesar materiales como minerales, metales, materiales cerámicos, semiconductores, plásticos, cauchos, termofijos y materiales compuestos, entre otros. Se pueden desempeñar en firmas de consultoría, de ingeniería y mineras, de procesamiento, fabricación o comercialización de materiales metálicos, cerámicos, poliméricos o compuestos, entidades de investigación, desarrollo e innovación, e instituciones educativas, entre otros.",Ingenieros de materiales,2149
21492,2,"Diseñan, desarrollan, gestionan, evalúan, investigan, vigilan y regulan las tecnologías en salud, materiales, dispositivos y sistemas biomédicos para la prevención, diagnóstico y tratamiento de enfermedad, para la prestación de asistencia sanitaria, la atención y rehabilitación de pacientes; aplicar principios eléctricos, mecánicos, ópticos, y otros propios de la ingeniería al entender, modificar o controlar sistemas biológicos, así como diseñar y desarrollar dispositivos que puedan monitorear las funciones fisiológicas. Se pueden desempeñar en empresas de consultoría, desarrollo, fabricación, servicio, soporte e integración de dispositivos médicos, clínicas, hospitales, laboratorios, entre otros.",Ingenieros biomédicos,2149
